Product_id,Selling_Price
MUGE8F5RDEYMH4YH,3917.8044
NKCE52CSJ2GUY64G,1485.174
SHOE2K68QHZ3DWZF,3927.4885
DREE9YJHZZHWHAU7,4050.1545
NKCEACYSHS4MGKGY,12823.789
CAGECT64KH6CZVMR,13833.938
WATD9H76RG5FQT5Y,15902.228
NKCE5UY97ACC9QAZ,1241.396
LJGEG6UPBW8GKPRD,4368.281
PBXEBFGFRM5797BZ,4606.5566
RNGEAY8GRWYMYSAK,5033.5522
SHOEF9G8WTWGAAFB,3433.2283
PBXE5ZJZSAC73ZED,8562.957
NKCEYYX9HJWJXAA8,3493.671
CAGDTFSHTF6TRBFZ,4483.1177
PBXE6E6YDZDNVKQH,1165.5667
TROEGNQDQNGN99PJ,4364.1006
CRTECN2QXC68CTUM,6422.15
CRTECN2QZNXTGGXG,5240.965
VANE4VND2XHZRCNT,4675.5703
NKCE8SESMHF2VSRM,3714.0618
SHOEBYY4ZDWGQGEW,7730.776
NKCEB7935AJSADGR,3901.0845
SHIEBAXYS3FUTX8Z,6432.0654
NKCE2YCPKAPWDH8C,2868.0818
FABE92NVHZHSFHGT,3364.8225
SHIE93YGTRAV6XTW,5745.427
CSOEGTPR39XZHZJY,5006.3545
WATE5HFYHPFHRCHY,5122.899
BRAEBHCHY6VVRNRQ,1755.9718
NKCE5QPMUZRQFDAZ,1899.8982
NKCE9ABEE5HDWZSM,5830.4883
SHOEJCZ28JFRY9RR,5976.6216
PSLEAVTQQXEXZYYZ,4831.6704
SHOE66V8UMNGZKYM,1126.6292
SHIE5HBGWKWJWFRA,3779.914
TOPE4HXDZHPR9K2C,1750.6462
BRAEBCTWGWYRWXHC,5268.8853
TOPE6ZCJBVZY3HBH,4918.859
CRNEG7BKMFFYHQ8Z,4887.075
SHOE7DJBEPYGQPHF,3863.9763
ACCEHY86UG6B63AZ,4769.9746
BLBEJR23J2CTPFAU,6252.5312
ACCEEV5V5VD5DR9C,3289.5166
UMBEJZFHE285UEV2,6096.8574
SHOEBN3FFYG75P3D,3115.1438
NKCEFGFURYNWH2DR,3965.3118
ETHEJG7NW4M4AFCZ,6865.1816
SWSE9UH4KXCHZHRJ,3497.0017
CRTECN2QZ7XUGBR6,4130.1455
BRAEDNX2NHZX5PKN,9711.045
BRAE73KFJGNSP2NP,1865.2262
MAHEDFPZVKF79JVQ,3981.3147
NKCECRQY6MGHBPQ3,8803.352
CRTECN2QYYWUXHRP,3113.505
CPCEKY4TKBYFE7PH,5695.653
TOPEA8HNSZB8VGUR,2460.7969
TOPECJZ4ZDXQZB4A,5323.6245
SHIE92XGJHG4HH5E,6204.1943
CRTECN2QVSZXUG7X,5013.249
BRAEBBYRUSRHZD34,7431.339
IFPEE76BG92E5SVS,5709.6367
CAGEBZ7UGCZZHVTE,1025.5747
CAGE3GFTPMNXPZAG,3461.4219
SWTEDX3KRCTNHUGY,5802.9067
BBAEFKXVXVM8SYZW,7176.5186
PENEGZ6RHFWHX7JX,1632.7048
ETHEGFZFQT7ZCH3U,3007.1982
TOPEE2FFAXQGSUZH,5408.3613
CRTECN2QWAGCHYGC,3859.1895
SNDEJGWQSWNHXXA3,12199.862
BHGEGTAVKNNCPUGG,12914.874
BBAEGNUNHHZEYSPD,1661.1084
NKCEANMPZYMHYEA3,2100.072
RNGE88Q9FH632SHU,5953.825
SNDE7PY9TG8P7YYR,830.65857
SNDEHZQ7YZAHAZYP,4751.6655
CRTECN2RDAKXQHYH,3542.999
SNDEAVZ4MSGYFBUD,7631.06
RTRDWBPC23ZAYMSE,10339.739
PCSDYQEW5ZMFBVFQ,11141.423
DREECZJBH8KGCZHT,8404.001
CAGED654SQMMADH7,2077.8394
MFLEYGFH8PFBVRDG,5122.267
SHIEBWNUURZ8BWDZ,4187.6147
BRAECTFYXKNAVFAN,5993.698
BRAECBVGHCB2FN49,4846.022
SHOEHX7CGSEMUENU,2576.149
CRTEB774NHSDW3DV,2406.0234
VLBEGZ7SZFZBUGBZ,6057.7803
BRAEGJFXGYFPGHYG,4839.4224
ACCEGKG4S4B7QGGT,1938.2887
BBAECKHYXGE3VJXB,1685.6566
BBAEDVYSEN75YZZ7,6639.9453
RTRDYZCGGJFBU6XM,3312.7898
CAGEBTJBB5X8GCF8,4020.1
HLUEJQ3UVGNXSPZG,7831.4062
NKCE8RB5WSWKJPFR,3469.5535
BRAEDFYYKNGBGPF3,6695.7173
SHIE2CAJP6XBWPU2,3904.6228
SHOE2GUJW6XNFG3W,1970.8091
TWCEJFXHGDSG5XZV,6667.658
NKCE9Z2JYUYZ2JZ3,10424.038
WATE54YZWYXR6Z7J,13951.155
SWTEEYFFFRWGKZR5,5702.7173
NKCE6NHRGQJHWFDK,5113.6987
NKCEYM3B6ZP3YSQQ,3669.4634
PAEE8AHWJWMDAXZU,7716.9307
RTRDZK8XCUEKZDFZ,2268.155
TOPEHZMHJHEMRDHY,2971.4185
NKCE9AZMPE3PJPEW,1588.9369
BRAEAR7WUYD3CZAT,2548.2278
BRAEG7AYZAQBS3EH,6158.353
BRAEDQEEYYH4WRQK,4531.006
BRAE4F8NCQJFTGEZ,5792.501
MUGEACY87HUCUYCD,3700.0212
BOTEDSEN9ZSFUUAQ,3931.7185
WATE3GEYE8JQT7WM,5870.9204
TOPEB96CYHMPMDKH,2610.5388
NKCE5QGT7GFDSUZK,1941.8293
VESEGZRVWZEYTVMG,6945.39
SCHE4YSTHJSYEJHJ,2960.809
KLSEGT5ZUGR9FQXE,6291.344
NKCE79CGHYMSS7GH,3338.1592
JEAE8CZGJ8PGGHRQ,3133.9692
SHOEC8QGWFF2VXAN,3012.955
SHIE6G75RNDQSGUQ,2024.1389
SHODZ5YHTEHZTR3V,4138.579
ACCEKFVVZJMTYWPK,3717.4692
DRPEHGFFGQTXK3E3,2922.4539
CRGE4XJBHZGHJYGU,6925.6294
NKCE9Q93F3HJYGZT,429.0774
SNDEGJFV5J8CTGJV,8345.557
SUDEHYGUMT6UGYAR,3481.8628
RNGE7M92HQECSUYG,6689.7476
TOPE7ZHYDE2MKNHF,4151.7676
NKCEBHGBEABMWDKA,5281.4937
PACE7ZNHBP4FASAQ,2682.775
NKCE7A3XXTTBHHC6,3932.3508
WCKE2TFYTHBHTP5B,5180.7954
BRAEDTPDZSCRZCYG,5646.0034
SHOEBKEYSKS87GKG,3395.6567
CAGDUGFYGG2KWWK7,10374.534
SHODZDAE6FKCC8AH,2884.8857
SGLEGBV5STVHGKTD,5753.5107
RTREBVK9HX8XJH2T,17.060652
PCSEAKVBGC7CJQZT,10280.919
MATEB88T7MVJGSG5,5641.736
WATDJYPXKHPPNGQK,7489.051
BRAE8QNFFGWGG5MY,1952.8599
NKCDWBPZZSYWKHE9,2007.6167
USGEJPQHT8YPZ7D8,3153.9397
NKCEFKBYHXQ8VVF8,1744.5453
SHOE4JCEZDRSHC4S,3206.6833
ACCE9E2RT56M3GSU,4548.8643
CRTECN2QXQGJ7JZD,3669.7856
TOPEBS26V3JRYSF3,3419.369
NKCECZNMRRVZ9YWF,238.3069
CAGE75QCGVXYV78T,2932.6316
WATDG9F74GYWEH4U,7759.483
BRAE3WVQPYSZ54FF,6739.985
SWSEBHCP9JC4GQKT,4567.8066
MUGEBJ7XAFVH25VD,2280.0989
LJGEATZRDCFAJGYZ,5821.493
BRAEBXRB8GFZ6HM6,4491.8057
RNGEDAPFZWSSMHYW,6111.52
DREEHFABXP5AUZA8,5274.4307
RTRDFFYGJ4GNRSHQ,9745.944
CBREFYM9TSSUHJSQ,2860.9373
PBXE6EF4PSJX9WXH,3808.4648
CRTEHSS9UZJZYMZD,905.2705
DRPEHYHG9YYHD2HH,4563.773
CAGE9AGR4VWWTDY4,7628.4067
AVCEJCJQWBYMNPGU,2110.0586
BRAE7T3WADAJU4ZS,2018.381
TPYEGGUFSKXJFYY5,6956.5913
SUDEHYGU4GE9UCXJ,5855.4644
FABEB2TXH4MGQC2H,5000.8916
NKCE9G2BZAGKXPGY,4535.16
TOPE8H5DJWGAY2CD,9596.495
BBAEGGF3HF3ZPBVG,1700.5946
ACCEC87TREZYJJPE,6491.412
DRPEHYHMEZHDYRK5,3941.19
NKCE5VAAPVP5DGMZ,2583.467
NKCEBZN92EJ7PDFH,3317.6758
ACCDXFPYT58AGGAF,7115.64
MUGEGZUHX744RFEN,5738.871
RNGE8Z3KSHGCMSCP,3055.267
SHIEYZ3F3QWMYNEC,3275.778
SHOEJCZ2JNGJSPEJ,8109.658
CRTEB774RSGGQZ9U,3464.5771
BRAE8AJZW5QBNWAZ,2275.9495
CRTECN2QZ8CWZEFZ,5379.573
SHIE9FMZAH4U4H6Z,1371.2518
CAGE68FFYRMDRF3X,9015.002
NKCE3GNVPGUYY8AZ,3320.4805
PCSE4ZQ8TRUZDMEU,1275.6722
PACEC89YGNYZCMC4,886.9599
NKCE9YX24KHRDNHG,3073.1467
FABE88MGUBPCQWR8,2424.7527
ACCEH74HAGTY6W8P,4108.8647
NKCECGVARVRMARSS,6437.835
CRTECN2QZXFVEPGG,4118.9316
NKCEC8AZQUFGUXGH,2161.1719
SHOED6C5ZGCBKTP2,2677.507
RTRD7HN3BBE7G9YT,3530.0056
ACCEA8JPDNTF7NZN,8740.602
NKCEBHGBAFBCXXYC,1096.3713
PCSEC86VGEWVKHWZ,13815.81
SHOE3URGYEVZ55GD,3003.3354
NKCE9PFFQHU7GTU7,9547.324
CRTECN2RCH9CG4SA,5881.819
TSHEHU5RWUGEAJFE,5529.2896
PBXE92G5YEA7JAHZ,5102.815
ACCE8XUCYRB9ATHZ,4286.021
CRTECN2QWEDYMDNQ,990.4545
PTPEYCF7GZU2T54E,2270.0188
SHOEC9FZ3BAF7ASF,4153.515
CAGE7DSFQGVEGHC8,6274.3965
SHODUMFYWTPDYNX6,5145.2915
ACCE6P3BBZD72UJ6,4335.476
NKCEFG3CHGEHMRTD,3096.512
RNGEDAKBYYVCFWZP,7600.452
TROEGZ65YHBQKG9T,5815.519
BRAEDSKCXVNYXGA6,7908.7847
NKCE9ZVGMHZVTF2D,4623.081
WATDUKHHH4SQXDAK,5255.644
CAGE745BJ67RZCRR,2419.9265
PCSEAKVBNSFWGBGE,6724.8813
TSHEHV9TPRUBUENE,4486.191
SHOEY8RMVZV3UY3A,3903.4749
TOPEGWUTW6GWYSBE,2188.4849
ACCDQDYBYVQZNHCH,8742.515
MUGEBFGF6MDQGHBG,4084.9382
CAGE6HHHUHFQSAPW,2001.5686
RNGE7GVYAP66GRDD,4144.4385
PBXE5SUCYEBBSFXJ,10354.743
BRAEBBMQZBZHCFAJ,4466.8013
BRAEAC839PBQV9KF,1267.4316
BRAEAW9HT2EUZD3X,2221.258
SHIE2QTSMSXF9QAH,3794.5728
RTRD6FYYWFHEYJYE,5240.092
CAGEFPY9ZSFFNVAW,9872.782
ACCEGKTSGJEEVTZ4,4541.6143
AIREDJCGZN2HKZHJ,3218.853
BRAEA5MZ8VZHNGGH,7650.152
CRTECN2QX53WHTKZ,2894.3237
JWSEBCY4HDWGJZBT,5417.0894
BRAEB2ZTVYY3UKWA,1781.7129
WATDZMBRPYAYTP4G,7210.8037
TOPE7WAUFEYYDXKG,10342.912
TSHE4DTF53HPYMU4,4143.8027
BLAEE3YXZGWWT8UD,6396.3115
RNGE7M925YCWZZRR,6791.278
BKPEGXWHXG4GZWET,1205.0719
RTRE8GJUFNETVUMZ,5233.121
SWTECXPHFVTHWJF7,11004.663
SHIECKYBNNY2BNZD,4296.4526
WATE7GP3JZMFEGZG,10865.265
CAGE68FFHZRTSZS5,4225.631
ACCEGYP2TMX2NUPH,5826.194
NKCE9YFBBNJ82UVB,4150.064
HMBDRUCNJSJQRRGC,6902.5225
CAGE3GFTQ3UHZ4TC,3725.2124
NKCDTAXF2EYZ7MP8,2998.91
LJGEYSUNTPQZG4ZG,996.88434
TOPEGF4KEGGVMSXX,5177.04
TSHECQKNFFER2ERM,3809.6104
PBXE9YWGTS7NGYKT,2086.0388
WATDZ5HGXEYDHBWD,12679.395
PRCDVFAFM2FPJBMZ,1676.4384
PTPE2F33QGYXMHGW,3986.6208
KRTEJCZ4M7FD3NJS,2634.8237
NKCEAPCYFBP4UJ3V,3071.6528
CAGEBTJBRFGAUQQB,5126.822
MUGEAGGKZFYBUMP9,2603.0771
ACCEAZCVGGGWZGKU,4262.522
CRTECN2QVV7UJQNH,4956.927
NKCDXEGWS7VWXSEJ,2886.7627
NKCDY44FMPNQHFFN,6584.3394
NKCE8JXS2AAKUGGD,3740.8884
RNGE88FRWWZECGGM,7035.4844
BRAE7GU9K3E2PWGC,136.41898
VASEHU9W3N9RDPGZ,7598.6567
PCSEC86VSX45XVZS,12762.664
NKCE49ATF8BFHDVP,7357.438
KTAEHETVCXXZRXGK,10768.986
KTAEHE9HAED4VUQB,5651.6167
PACE472CMNPGQY2W,2726.6929
NKCEAPCYFTHYVARD,2924.5286
SHODPH4GZWVXE5RB,4953.9917
BRAEB3KBY393GUHA,10207.111
BRAEB2S8RZZRXMT3,2356.0344
PCSEAH5WWRYGEVGZ,7846.168
NKCEAVZ3C9CRDB6Z,264.44473
RTRDZTF9URF2UFPF,9341.536
CAGE6HYJDNZJVADS,4697.9897
SWSEBHCPZGHMBKJY,3740.941
ACCDQGVSDZ92ZWGW,2944.3525
NKCE4CSZUZWHUTFS,286.02942
ACCEGKFHRFGN6XZB,4203.465
BRAECGQ4GW73HJFV,895.23193
CRTECN2QXZ9ETCGB,3629.4724
MUGE6A5HZUJ924WH,2437.6506
BRAEE6YMK83RB9MZ,3814.9836
TMLED6G5MJQGNZHS,4679.774
NKCEFGFUZURHNH6R,2954.8474
NKCE7ZPRQX9SBZXN,2333.649
VANE3KUFUXF2CVHU,5269.1665
NKCED6EYN4ZPK9AA,8200.565
RNGEDF5HDGKZGA3T,6725.5537
ACCEAZCVVFPBJAGB,6583.747
PBXEDCSE8CHTATYY,4580.631
TOPEFYB6HRPPCD8R,6970.1143
RTRDTSBQW94HJ8VT,842.1133
NKCEYGTGJ65HSJ9Y,2273.958
NKCEFFFPGEJSTBJP,1524.3026
NKCDYASFYGXZESTM,3362.6917
NKCE6SR4H3EHXWNA,3788.5186
AUDCY8T7KPEG3ZZF,6045.008
NKCDWBPZCHZEYT7S,3523.6401
NKCDYARBFFBQYKFH,3806.1858
TOPEBZYTWUYMJXSG,5088.5933
DRPEG3ZH7GJFFZDM,6550.8706
SNDE6KNAQN3GFRQG,7529.117
WFCEHYZMGJQWVVZU,5642.495
ACCEGZ6BRBTGQWZY,3993.2466
CRTECN2QXH4N9WZS,2695.8198
PTPDZYCEDURXTYRF,2085.915
ARPEEMC95HMYAJNH,5374.8013
SFFEGKYYDWTZTEQC,4272.8247
PCSEC86VCFQYV6QG,6384.3506
BCHEHYMBZQ8ABUUY,1781.4802
RNGE87FCQJ9GRKWZ,4989.2407
NKCE5ZHWX6Z8PBFH,2104.6985
BRFEJYHNGYSX9T9D,3316.4548
TOPE7ZHYQFFHPCBX,4789.1045
CAGED6YFBH8NZQM8,2285.9531
STREDF58JH3GQZF9,2684.001
BRAEA5MZDQKHUQCT,3413.3018
MUGEBFGF6ZUHKH4C,891.7781
CRTECYY4GFDJFKBD,4881.4897
WATDZRZGZAM7HDGV,7052.334
CRTEHSSCVTZ3DB72,2877.5105
NKCDXZGUZKNYVXG9,11630.925
TOPEBN6MZNGGZEMY,10913.932
MUGEACY8VQRMM4FX,2469.9233
NKCE5UY9HQTQ8TBG,7537.625
SCHE4ZYTVE8DY5PP,3363.7542
RNGE9GWPJH9MMNWX,5900.044
CAGE8FG3CYVFG2GM,2613.1272
SHIEHXZMQPC4GT6F,3845.522
ACBEHDU9Z9DGZP9Z,5335.32
BRAE6KWFPZWJ2FHH,1898.3436
TSHE8CAWEGE3CUPM,3516.7717
SHIE9J6PFGP9DZAH,4082.1128
CAGEYFZWNCKDDXXQ,6557.2554
JCKEEABZDWF9VU7N,7101.7266
SOPEJ7SCRS3SKFGP,3851.069
WATE9MVXHMTCFZSP,2023.9027
CRTECN2QXMXFUYRD,1411.6165
RNGE96Y49HCWGUGH,4526.096
BRAE9RDQYNWZBYJF,2051.3657
RTRECFHX3TDFD9SP,8202.724
BRAE59YTMB36ZVFG,8167.4746
ACCEGZ6B9MYUTYST,6288.109
SHIEF8DUHZJP8MVC,3845.2727
LJGEG52SCZ5WZBKZ,4384.049
SHTECN9HDECRYPF8,6835.8545
CSKEH3JPF4EJVBSF,6884.641
BRAEBBYRYT9WDJRQ,1040.401
SFFEGGJYFJWAV4HV,3582.272
CBKEHGUY3GEHDSFY,5516.9795
NKCE73V3DADAVHDU,3937.204
TOPEGF6QDCGCHHXY,4386.5166
RNGE3YSWFWYYHNCA,5811.586
NKCE8HSQJQBPRSGY,6320.1406
CAGDU9C3QVCBMQKQ,3464.1987
BRAEDQDFMNC6MQZW,6049.1514
SHOECB92BGNGSZGZ,2745.417
DREEAVBXKQUUVJUT,4715.8916
WCKE2TFYZGPGDGGV,4327.097
CAGE9AGRUGPHV5FM,6881.23
BRAEBB6TT8GKVG8A,2130.6404
CRTECN2QUCSMF4SX,3005.7366
BCHEHYUKDZZPZBH2,2112.4302
BRAE8JUHJB794RZY,7457.856
BRAE4DJMZCWYGDJU,5113.9434
GLSEJGVBRQMYV7NE,6943.9453
NKCE9Q93HRESPRBU,5795.332
NKCECATQF8ZXGXJS,1702.8439
ETHEJG7NHGRFGHHK,10996.94
NKCEASCZBAEB2Y63,2564.2014
ACCDSY8ERUYRYSUA,5057.145
BRAEDH76V3J4FBWQ,6420.82
HACEGPF9FJFJQU2R,2800.2705
ACCEGBTPV5PPBHVD,5575.2036
PCSEAH5WCDGS8YCZ,2750.062
RTRDRUZCPNJ3MTAT,1648.825
PBXE68H4WBX5AFCH,3212.4824
RNGEHFDYHVSR3SMH,2958.0903
DREEDR97ZHGNPWFR,5337.0503
NKCE9ZGXGSETFAZU,2792.1787
SWDEGU4MDSDGGJHN,1280.9908
PCSE3X2TJCZGDYYZ,16585.834
MUGEACY86QBJGTZA,4252.094
CRTECN2QXC7HYKPG,8684.751
NKCDTAXFXWPKGZAN,1210.8301
USGE9ZHVSVH9FVHP,1211.2197
TROEHQYAHGHUEXXZ,6027.008
NKCED8SK6UNMAZST,6763.68
TUNE8XCD5NGNPDYJ,6648.3003
KRTE7X8NADSVDEET,7495.8623
FABE789N7XA5E9GY,3649.4946
IRNEGYYU2ZVJQQ5T,4678.5747
ACCEH5Z2YUKYQBFP,4499.3394
FABEADKAG5XYGZHK,2917.9917
BRAEDSGAUHAZHBY5,6136.4595
CSKEH3JPCEGTMZFP,3561.503
SUDEGVG6YTPMYPU4,2013.5731
NKCE48ZU6EAYFSCM,2233.5967
SNDEDFE6QPNQRAXF,9405.197
SFFEGP24CR5VDNZC,7131.156
TOPEGGE5GRFUTGGB,8868.127
EMLEGMZRZGDARGR8,4034.7578
CRTECN2QVPG3DY7K,2890.5688
MUGE8VY8HZAM3ZRK,815.0145
SNDEGAJFFK2KKKRF,4317.9375
BRAEDASWQDSYNUV3,7478.951
PCSDY5AHM2SEJM4K,5781.01
NKCECG6ZNH9NXFFH,4063.1372
WATECE855W5YFE3H,3168.1082
SHODWMHHCXTD47NQ,5368.705
CRTECN2QYCZPHYHH,2896.2446
GOGEHZ5P6TWYBFXB,2592.4604
TCVEHSMY2TNTCKNC,7741.5557
SFFEH2FGABYNF47W,5334.878
MUGEAGGKZFD7ME7F,1834.7278
TOPE7QTUGVGEFKH6,3681.7166
TSHE4S26ZSFE9JTB,3318.5488
MUGEGZUJBNU4Y2CH,2954.356
WATDUNJ7PGYUWDGQ,8402.267
NKCEAJKYW5CDKBEV,9421.401
PACDZUDMCHKDHGXA,3235.3982
BRAE8TFHGXKFFMAQ,1639.1628
NKCE87C3JAXKXZRJ,2863.0898
NKCECQYZ24MSM3ZZ,3681.69
SNDECZJR6APCXEZ4,11309.42
TOPED9T3FXS8CP8M,5369.7144
ECIEF7MGVGZAZMGG,4690.2363
SHIE7DFNYZC6YWTT,2355.5925
SUDEJFBRVYEUZUDH,3184.1245
MNKEYGQMJHGZ4ZRX,1780.9163
BRAE8MVUMSMBMNJS,3392.234
NKCEBBYSAJKEEQ8K,2948.8948
SNDE9WZJJ8YXWU5Q,8717.677
CRTECN2QSXEHJHR5,4022.4048
BRAE9TBZWWACJHJ8,2912.3037
SHIE9FMP3RBSYMEV,6623.7144
DREE4DF4DQYMGDJV,5233.456
NKCECZKQGZXVZ2RY,10275.923
DRPEHYHKYSXETBBJ,3879.5444
LJGE9UG8WCYXPCHA,4588.243
GLSEHFUGQRHPBV8D,2597.3997
TOPE954FERN5VZYH,4771.5386
TOPE7JZU5WZZVYDT,8384.682
JWSECGFU8YKHTSMU,3527.872
RTREF3PRF3M9FMEF,3610.974
PTPEAT32HSGZFHVY,3342.9673
